X,Y,OBJECTID_1,UniqueID,CompAddNum,CompStreetName,CompSubAddress,CompCityStateZip,StreetAddress,MainAddress,CompleteAddress,FeatureType,Alternate,Residential,Mailable,MainPoint,Anomaly,AnomalyType,Status,Authority,Landmark,ParcelNumber,ProprietaryID,AddNumPre,AddNum,AddNumPost,StreetPreDir,ImpliedPreDir,StreetPreType,StreetName,StreetPostType,StreetPostDir,StreetPostMod,SubAddType1,SubNumber1,SubAddType2,SubNumber2,SubAddType3,SubNumber3,City,ZipCode,ZipPlus4,UIUC,StatePlaneX,StatePlaneY
-88.3039912149856,40.1559207165032,1,173,3504,Bloomington Rd,,"Champaign, IL 61822",3504 Bloomington Rd,"3504 Bloomington Rd, Champaign, IL 61822","3504 Bloomington Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121433200002,173,,3504,,,,,Bloomington,Road,,,,,,,,,Champaign,61822,,,992453.260648,1270707.07607024
-88.3024313278453,40.1829256421839,2,5789,5207J,N Duncan Rd,,"Champaign, IL 61822",5207J N Duncan Rd,"5207J N Duncan Rd, Champaign, IL 61822","5207J N Duncan Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121421200035,5789,,5207,J,North,North,,Duncan,Road,,,,,,,,,Champaign,61822,9560,,992885.85427099,1280544.78474124
-88.3051319347349,40.1846611750484,3,5795,3511,W Hensley Rd,,"Champaign, IL 61822",3511 W Hensley Rd,"3511 W Hensley Rd, Champaign, IL 61822","3511 W Hensley Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121421200028,5795,,3511,,West,West,,Hensley,Road,,,,,,,,,Champaign,61822,8945,,992131.08511125,1281176.7683854
-88.246975983334,40.1849169775213,4,5801,1,E Hensley Rd,,"Champaign, IL 61822",1 E Hensley Rd,"1 E Hensley Rd, Champaign, IL 61822","1 E Hensley Rd, Champaign, IL 61822",Standard,P,N,Y,Y,N,,Active,Champaign,Central Tire,121424200004,M28010,,1,,East,East,,Hensley,Road,,,,,,,,,Champaign,61822,,,1008379.75930674,1281280.43582899
-88.2705714852539,40.1444817656915,5,5802,2603,Campbell Dr,,"Champaign, IL 61821",2603 Campbell Dr,"2603 Campbell Dr, Champaign, IL 61821","2603 Campbell Dr, Champaign, IL 61821",Vacant Land,P,N,N,Y,N,,Active,Champaign,,411435353017,5802,,2603,,,,,Campbell,Drive,,,,,,,,,Champaign,61821,,,1001797.61072566,1266544.86293799
-88.3042401120464,40.1846014742422,6,5827,3413,W Hensley Rd,,"Champaign, IL 61822",3413 W Hensley Rd,"3413 W Hensley Rd, Champaign, IL 61822","3413 W Hensley Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121421200029,5827,,3413,,West,West,,Hensley,Road,,,,,,,,,Champaign,61822,9595,,992380.26735566,1281155.10044974
-88.2966920661652,40.1839648742362,7,5850,5317,N Duncan Rd,,"Champaign, IL 61822",5317 N Duncan Rd,"5317 N Duncan Rd, Champaign, IL 61822","5317 N Duncan Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121421200009,5850,,5317,,North,North,,Duncan,Road,,,,,,,,,Champaign,61822,9534,,994489.28774391,1280923.97492774
-88.298993056909,40.1833608623897,8,5851,5219,N Duncan Rd,,"Champaign, IL 61822",5219 N Duncan Rd,"5219 N Duncan Rd, Champaign, IL 61822","5219 N Duncan Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121421200017,5851,,5219,,North,North,,Duncan,Road,,,,,,,,,Champaign,61822,9560,,993846.46980383,1280703.68337357
-88.2974883066255,40.1827439963466,9,5869,5207A,N Duncan Rd,,"Champaign, IL 61822",5207A N Duncan Rd,"5207A N Duncan Rd, Champaign, IL 61822","5207A N Duncan Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121421200019,5869,,5207,A,North,North,,Duncan,Road,,,,,,,,,Champaign,61822,9560,,994266.99553758,1280479.13231349
-88.3015773436671,40.1849279161323,10,5870,3301,W Hensley Rd,,"Champaign, IL 61822",3301 W Hensley Rd,"3301 W Hensley Rd, Champaign, IL 61822","3301 W Hensley Rd, Champaign, IL 61822",Standard,P,N,N,Y,N,,Active,Champaign,,121421200020,5870,,3301,,West,West,,Hensley,Road,,,,,,,,,Champaign,61822,,,993124.20254758,1281274.27442399
-88.3040982111818,40.1827895870345,11,5890,5205,N Duncan Rd,,"Champaign, IL 61822",5205 N Duncan Rd,"5205 N Duncan Rd, Champaign, IL 61822","5205 N Duncan Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121421200024,5890,,5205,,North,North,,Duncan,Road,,,,,,,,,Champaign,61822,9560,,992420.13177725,1280495.06371208
-88.3198450375846,40.1816724859624,12,5897,4407,Goldfinch Rd,,"Champaign, IL 61822",4407 Goldfinch Rd,"4407 Goldfinch Rd, Champaign, IL 61822","4407 Goldfinch Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,121420200022,5897,,4407,,,,,Goldfinch,Road,,,,,,,,,Champaign,61822,,,988020.41190216,1280087.05829449
-88.2105083007209,40.1828712872231,13,5912,6106,N Lincoln Ave,,"Champaign, IL 61822",6106 N Lincoln Ave,"6106 N Lincoln Ave, Champaign, IL 61822","6106 N Lincoln Ave, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,251520200004,5912,,6106,,North,North,,Lincoln,Avenue,,,,,,,,,Champaign,61822,1363,,1018569.81930716,1280547.21551066
-88.237983762967,40.0607685164962,14,8997,4110,S First St,,"Champaign, IL 61822",4110 S First St,"4110 S First St, Champaign, IL 61822","4110 S First St, Champaign, IL 61822",Standard,P,N,Y,Y,N,,Active,Champaign,Moss House,302131300003,8997,,4110,,South,South,,First,Street,,,,,,,,,Champaign,61822,7127,0562,1010940.676429,1236057.61092049
-88.3261658744046,40.0576133978101,15,9013,4210,Prairiewest Dr,,"Champaign, IL 61822",4210 Prairiewest Dr,"4210 Prairiewest Dr, Champaign, IL 61822","4210 Prairiewest Dr, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032032326018,9013,,4210,,,,,Prairiewest,Drive,,,,,,,,,Champaign,61822,,,986257.93642449,1234894.05025549
-88.302919717116,40.0929338213643,16,9015,1910,Oak Park Dr,,"Champaign, IL 61822",1910 Oak Park Dr,"1910 Oak Park Dr, Champaign, IL 61822","1910 Oak Park Dr, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032021256022,M27841,,1910,,,,,Oak Park,Drive,,,,,,,,,Champaign,61822,5200,,992760.6123955,1247762.00778724
-88.2402008254407,40.0650834798464,17,9017,1,Lake Park Rd,,"Champaign, IL 61822",1 Lake Park Rd,"1 Lake Park Rd, Champaign, IL 61822","1 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036276008,9017,,1,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1010318.45949758,1237628.81315865
-88.2422004806128,40.0649499148606,18,9018,7,Lake Park Rd,,"Champaign, IL 61822",7 Lake Park Rd,"7 Lake Park Rd, Champaign, IL 61822","7 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036276010,9018,,7,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1009758.82610241,1237579.57867707
-88.2404857137428,40.0625517938927,19,9019,38,Maple Ct,,"Champaign, IL 61822",38 Maple Ct,"38 Maple Ct, Champaign, IL 61822","38 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279007,9019,,38,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010239.68406458,1236706.48462274
-88.2393612535164,40.063378758652,20,9020,51,Chestnut Ct,,"Champaign, IL 61822",51 Chestnut Ct,"51 Chestnut Ct, Champaign, IL 61822","51 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280004,9020,,51,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010554.10272708,1237008.06243166
-88.2398667846028,40.0630284774951,21,9021,41,Maple Ct,,"Champaign, IL 61822",41 Maple Ct,"41 Maple Ct, Champaign, IL 61822","41 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280006,9021,,41,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010412.74014891,1236880.31268716
-88.2398075945548,40.0625397627006,22,9022,43,Maple Ct,,"Champaign, IL 61822",43 Maple Ct,"43 Maple Ct, Champaign, IL 61822","43 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280008,9022,,43,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010429.4943805,1236702.30057599
-88.2418688247186,40.0630304436761,23,9023,30,Willow Ct,,"Champaign, IL 61822",30 Willow Ct,"30 Willow Ct, Champaign, IL 61822","30 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278008,9023,,30,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1009852.37184708,1236880.44687324
-88.2414832812927,40.0619579048895,24,9024,24,Willow Ct,,"Champaign, IL 61822",24 Willow Ct,"24 Willow Ct, Champaign, IL 61822","24 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278016,9024,,24,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1009960.68790341,1236489.85251007
-88.2414939124528,40.0627733524288,25,9025,31,Willow Ct,,"Champaign, IL 61822",31 Willow Ct,"31 Willow Ct, Champaign, IL 61822","31 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279001,9025,,31,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1009957.40575774,1236786.90145665
-88.2411656973161,40.0626739771729,26,9026,32,Willow Ct,,"Champaign, IL 61822",32 Willow Ct,"32 Willow Ct, Champaign, IL 61822","32 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279002,9026,,32,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1010049.31042958,1236750.79588582
-88.2403445280343,40.0638509718636,27,9027,55,Chestnut Ct,,"Champaign, IL 61822",55 Chestnut Ct,"55 Chestnut Ct, Champaign, IL 61822","55 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281001,9027,,55,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010278.70760858,1237179.79174699
-88.2394463088235,40.0641003296553,28,9028,58,Chestnut Ct,,"Champaign, IL 61822",58 Chestnut Ct,"58 Chestnut Ct, Champaign, IL 61822","58 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281004,9028,,58,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010530.01878574,1237270.89195849
-88.2388548993051,40.0643211864912,29,9029,3939,S First St,,"Champaign, IL 61822",3939 S First St,"3939 S First St, Champaign, IL 61822","3939 S First St, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281005,9029,,3939,,South,South,,First,Street,,,,,,,,,Champaign,61822,7100,,1010695.46530525,1237351.52106232
-88.2389564031367,40.063964829551,30,9030,59,Chestnut Ct,,"Champaign, IL 61822",59 Chestnut Ct,"59 Chestnut Ct, Champaign, IL 61822","59 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281006,9030,,59,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010667.192724,1237221.67683382
-88.2427884763842,40.0637114498079,31,9031,12,Lake Park Rd,,"Champaign, IL 61822",12 Lake Park Rd,"12 Lake Park Rd, Champaign, IL 61822","12 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036277004,9031,,12,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1009594.71061699,1237128.26133824
-88.2427145378483,40.061985905152,32,9032,21,Lake Park Rd,,"Champaign, IL 61822",21 Lake Park Rd,"21 Lake Park Rd, Champaign, IL 61822","21 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278005,9032,,21,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7132,,1009616.04554808,1236499.69927516
-88.2409314793533,40.0624395207538,33,9033,33,Willow Ct,,"Champaign, IL 61822",33 Willow Ct,"33 Willow Ct, Champaign, IL 61822","33 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279003,9033,,33,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1010114.95662374,1236665.45583341
-88.2408969513367,40.0619574385754,34,9034,35,Lake Park Rd,,"Champaign, IL 61822",35 Lake Park Rd,"35 Lake Park Rd, Champaign, IL 61822","35 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279005,9034,,35,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7132,,1010124.80338883,1236489.85251007
-88.2393508911453,40.0627521063381,35,9035,49,Chestnut Ct,,"Champaign, IL 61822",49 Chestnut Ct,"49 Chestnut Ct, Champaign, IL 61822","49 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280012,9035,,49,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010557.244125,1236779.78795382
-88.2393631964862,40.0619645004597,36,9036,46,Lake Park Rd,,"Champaign, IL 61822",46 Lake Park Rd,"46 Lake Park Rd, Champaign, IL 61822","46 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280015,9036,,46,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7132,,1010554.10272708,1236492.87448566
-88.2387159833966,40.0619725972694,37,9037,66,Chestnut Ct,,"Champaign, IL 61822",66 Chestnut Ct,"66 Chestnut Ct, Champaign, IL 61822","66 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281013,9037,,66,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010735.25623616,1236496.01588357
-88.2425887897507,40.0639590791736,38,9041,11,Lake Park Rd,,"Champaign, IL 61822",11 Lake Park Rd,"11 Lake Park Rd, Champaign, IL 61822","11 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036277003,9041,,11,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1009650.51004608,1237218.52493724
-88.2427195772492,40.0626076248336,39,9042,19,Lake Park Rd,,"Champaign, IL 61822",19 Lake Park Rd,"19 Lake Park Rd, Champaign, IL 61822","19 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278003,9042,,19,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7132,,1009614.40447525,1236726.17848099
-88.2409259449683,40.0621962365446,40,9043,34,Willow Ct,,"Champaign, IL 61822",34 Willow Ct,"34 Willow Ct, Champaign, IL 61822","34 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279004,9043,,34,,,,,Willow,Court,,,,,,,,,Champaign,61822,,,1010116.59769658,1236576.83363532
-88.2406846154983,40.0628853375872,41,9044,39,Maple Ct,,"Champaign, IL 61822",39 Maple Ct,"39 Maple Ct, Champaign, IL 61822","39 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279006,9044,,39,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010183.88496358,1236827.93024599
-88.2397933806277,40.0619907192488,42,9045,45,Maple Ct,,"Champaign, IL 61822",45 Maple Ct,"45 Maple Ct, Champaign, IL 61822","45 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280010,9045,,45,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010433.68302041,1236502.2986794
-88.2393549632151,40.0625106509403,43,9046,48,Chestnut Ct,,"Champaign, IL 61822",48 Chestnut Ct,"48 Chestnut Ct, Champaign, IL 61822","48 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280013,9046,,48,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010556.19721108,1236691.82914024
-88.2400833177915,40.0633592210393,44,9047,54,Chestnut Ct,,"Champaign, IL 61822",54 Chestnut Ct,"54 Chestnut Ct, Champaign, IL 61822","54 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280016,9047,,54,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010352.00667458,1237000.7327219
-88.2387286369463,40.0636426992209,45,9048,60,Chestnut Ct,,"Champaign, IL 61822",60 Chestnut Ct,"60 Chestnut Ct, Champaign, IL 61822","60 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281007,9048,,60,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010731.06792433,1237104.39852507
-88.3432864888056,40.1140891844706,46,9049,5714,W Springfield Ave,,"Champaign, IL 61822",5714 W Springfield Ave,"5714 W Springfield Ave, Champaign, IL 61822","5714 W Springfield Ave, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032007300008,9049,,5714,,West,West,,Springfield,Avenue,,,,,,,,,Champaign,61822,,,981467.82920683,1255467.25845283
-88.2403689120887,40.0622093058149,47,9050,37,Maple Ct,,"Champaign, IL 61822",37 Maple Ct,"37 Maple Ct, Champaign, IL 61822","37 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279008,9050,,37,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010272.50716166,1236581.75685382
-88.2397885632166,40.0627783321177,48,9051,42,Maple Ct,,"Champaign, IL 61822",42 Maple Ct,"42 Maple Ct, Champaign, IL 61822","42 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280007,9051,,42,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010434.72993433,1236789.21247566
-88.2427375077319,40.0623508432713,49,9052,20,Lake Park Rd,,"Champaign, IL 61822",20 Lake Park Rd,"20 Lake Park Rd, Champaign, IL 61822","20 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278004,9052,,20,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7132,,1009609.48092866,1236632.63273633
-88.2420983566066,40.0623863832381,50,9053,27,Willow Ct,,"Champaign, IL 61822",27 Willow Ct,"27 Willow Ct, Champaign, IL 61822","27 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278011,9053,,27,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1009788.36672575,1236645.76197515
-88.2427191594674,40.062922987316,51,9054,18,Lake Park Rd,,"Champaign, IL 61822",18 Lake Park Rd,"18 Lake Park Rd, Champaign, IL 61822","18 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278002,9054,,18,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7132,,1009614.40447525,1236841.05915674
-88.2417054777365,40.0624131038784,52,9055,26,Willow Ct,,"Champaign, IL 61822",26 Willow Ct,"26 Willow Ct, Champaign, IL 61822","26 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278012,9055,,26,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1009898.32385491,1236655.60874024
-88.2422513666779,40.0619630162307,53,9056,22,Lake Park Rd,,"Champaign, IL 61822",22 Lake Park Rd,"22 Lake Park Rd, Champaign, IL 61822","22 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278014,9056,,22,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7132,,1009745.69686358,1236491.4935829
-88.2418467751584,40.0619807182147,54,9057,23,Lake Park Rd,,"Champaign, IL 61822",23 Lake Park Rd,"23 Lake Park Rd, Champaign, IL 61822","23 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278015,9057,,23,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7132,,1009858.9364665,1236498.05820232
-88.2412857791545,40.0649401818175,55,9058,4,Lake Park Rd,,"Champaign, IL 61822",4 Lake Park Rd,"4 Lake Park Rd, Champaign, IL 61822","4 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036276005,9058,,4,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1010014.84593158,1237576.2965314
-88.2424593091239,40.0643238977165,56,9059,10,Lake Park Rd,,"Champaign, IL 61822",10 Lake Park Rd,"10 Lake Park Rd, Champaign, IL 61822","10 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036277002,9059,,10,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1009686.61528883,1237351.4583984
-88.2420849525296,40.0636433197968,57,9060,14,Oak Ct,,"Champaign, IL 61822",14 Oak Ct,"14 Oak Ct, Champaign, IL 61822","14 Oak Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036277006,9060,,14,,,,,Oak,Court,,,,,,,,,Champaign,61822,7122,,1009791.6491995,1237103.64393341
-88.2393691223867,40.0630970633961,58,9061,50,Chestnut Ct,,"Champaign, IL 61822",50 Chestnut Ct,"50 Chestnut Ct, Champaign, IL 61822","50 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280011,9061,,50,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010552.00857116,1236905.44387049
-88.2400038322694,40.0640346673936,59,9062,56,Chestnut Ct,,"Champaign, IL 61822",56 Chestnut Ct,"56 Chestnut Ct, Champaign, IL 61822","56 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281002,9062,,56,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010373.99645999,1237246.80834524
-88.2427925086594,40.0650945450443,60,9063,8,Lake Park Rd,,"Champaign, IL 61822",8 Lake Park Rd,"8 Lake Park Rd, Champaign, IL 61822","8 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036276001,9063,,8,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1009593.06954416,1237632.0956324
-88.2423435793574,40.0631659736266,61,9064,16,Oak Ct,,"Champaign, IL 61822",16 Oak Ct,"16 Oak Ct, Champaign, IL 61822","16 Oak Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278006,9064,,16,,,,,Oak,Court,,,,,,,,,Champaign,61822,7122,,1009719.43838591,1236929.68168291
-88.2419623139985,40.063273798106,62,9065,15,Oak Ct,,"Champaign, IL 61822",15 Oak Ct,"15 Oak Ct, Champaign, IL 61822","15 Oak Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278007,9065,,15,,,,,Oak,Court,,,,,,,,,Champaign,61822,7122,,1009826.11336941,1236969.06939941
-88.2422501908541,40.0628460315854,63,9066,29,Willow Ct,,"Champaign, IL 61822",29 Willow Ct,"29 Willow Ct, Champaign, IL 61822","29 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278009,9066,,29,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1009745.69686358,1236813.15960624
-88.2423502394939,40.0625667889007,64,9067,28,Willow Ct,,"Champaign, IL 61822",28 Willow Ct,"28 Willow Ct, Champaign, IL 61822","28 Willow Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036278010,9067,,28,,,,,Willow,Court,,,,,,,,,Champaign,61822,7102,,1009717.79731308,1236711.40816932
-88.2409749745196,40.0649669651425,65,9068,3,Lake Park Rd,,"Champaign, IL 61822",3 Lake Park Rd,"3 Lake Park Rd, Champaign, IL 61822","3 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036276006,9068,,3,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1010101.82705683,1237586.14329649
-88.2405585626976,40.0650387154406,66,9069,2,Lake Park Rd,,"Champaign, IL 61822",2 Lake Park Rd,"2 Lake Park Rd, Champaign, IL 61822","2 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036276007,9069,,2,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1010218.34946158,1237612.40177415
-88.2417255268212,40.0649540452493,67,9070,5,Lake Park Rd,,"Champaign, IL 61822",5 Lake Park Rd,"5 Lake Park Rd, Champaign, IL 61822","5 Lake Park Rd, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036276011,9070,,5,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,7101,,1009891.75956358,1237581.21974991
-88.242798992143,40.0646260105809,68,9071,9,Lake Park Rd,,"Champaign, IL 61822",9 Lake Park Rd,"9 Lake Park Rd, Champaign, IL 61822","9 Lake Park Rd, Champaign, IL 61822",Vacant Land,P,N,N,Y,N,,Active,Champaign,,032036277001,9071,,9,,,,,Lake Park,Road,,,,,,,,,Champaign,61822,,,1009591.42847133,1237461.41552757
-88.2387264233394,40.0625388848851,69,9072,64,Chestnut Ct,,"Champaign, IL 61822",64 Chestnut Ct,"64 Chestnut Ct, Champaign, IL 61822","64 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281011,9072,,64,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010732.11483825,1236702.30057599
-88.238745573588,40.062216954973,70,9073,65,Chestnut Ct,,"Champaign, IL 61822",65 Chestnut Ct,"65 Chestnut Ct, Champaign, IL 61822","65 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281012,9073,,65,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010726.87928441,1236585.02193916
-88.240409115388,40.0631237719659,71,9074,40,Maple Ct,,"Champaign, IL 61822",40 Maple Ct,"40 Maple Ct, Champaign, IL 61822","40 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036280005,9074,,40,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010260.90646308,1236914.86773615
-88.2397830328891,40.0640862297461,72,9075,57,Chestnut Ct,,"Champaign, IL 61822",57 Chestnut Ct,"57 Chestnut Ct, Champaign, IL 61822","57 Chestnut Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036281003,9075,,57,,,,,Chestnut,Court,,,,,,,,,Champaign,61822,7121,,1010435.77717633,1237265.65640465
-88.2404454531013,40.0619750982322,73,9076,36,Maple Ct,,"Champaign, IL 61822",36 Maple Ct,"36 Maple Ct, Champaign, IL 61822","36 Maple Ct, Champaign, IL 61822",Standard,P,Y,Y,Y,N,,Active,Champaign,,032036279009,9076,,36,,,,,Maple,Court,,,,,,,,,Champaign,61822,7205,,1010251.17223058,1236496.41712949
